KeyId,MyPN,Name,Description,Symbol,Category,Subcategory,Family,Value,Value2,Inductance,Tolerance,DC_Resistance,Rated_Current,Rated_Voltage,Saturation_Current,Self_Resonant_Frequency,Quality_Factor_Q,Lead_Spacing,Core_Shape,Test_Frequency,Type,Core_Material,Shielding,Winding_Type,Package,Footprint,Footprint_Filter,Dimensions,Length,Width,Height,Weight,Termination,Terminal_Type,Mount,Min_Temp,Max_Temp,Operating_Temp,Temp_Rise,Reflow_Profile,MSL_Rating,Application,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Tape_Width,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Exclude_from_BOM,Exclude_from_Board
,EL-IND-010101,IND_POWER_0.33uH_6.2A_0R0073_SHIELDED_DR73,Power Inductor 0.33µH 6.2A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,0.33µH,,0.33µH,±20%,0.0073Ω,6.2A,,14.4A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-R33-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010102,IND_POWER_1.0uH_5.28A_0R0102_SHIELDED_DR73,Power Inductor 1.0µH 5.28A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,1.0µH,,1.0µH,±20%,0.0102Ω,5.28A,,7.97A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-1R0-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010103,IND_POWER_1.5uH_4.67A_0R0130_SHIELDED_DR73,Power Inductor 1.5µH 4.67A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,1.5µH,,1.5µH,±20%,0.0130Ω,4.67A,,6.52A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-1R5-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010104,IND_POWER_2.2uH_4.15A_0R0165_SHIELDED_DR73,Power Inductor 2.2µH 4.15A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,2.2µH,,2.2µH,±20%,0.0165Ω,4.15A,,5.52A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-2R2-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010105,IND_POWER_3.3uH_3.31A_0R0259_SHIELDED_DR73,Power Inductor 3.3µH 3.31A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,3.3µH,,3.3µH,±20%,0.0259Ω,3.31A,,4.22A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-3R3-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010106,IND_POWER_4.7uH_3.09A_0R0297_SHIELDED_DR73,Power Inductor 4.7µH 3.09A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,4.7µH,,4.7µH,±20%,0.0297Ω,3.09A,,3.78A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-4R7-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010107,IND_POWER_6.8uH_2.55A_0R0435_SHIELDED_DR73,Power Inductor 6.8µH 2.55A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,6.8µH,,6.8µH,±20%,0.0435Ω,2.55A,,3.12A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-6R8-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010108,IND_POWER_8.2uH_2.19A_0R0592_SHIELDED_DR73,Power Inductor 8.2µH 2.19A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,8.2µH,,8.2µH,±20%,0.0592Ω,2.19A,,2.66A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-8R2-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010109,IND_POWER_10uH_2.08A_0R0656_SHIELDED_DR73,Power Inductor 10µH 2.08A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,10µH,,10µH,±20%,0.0656Ω,2.08A,,2.47A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-100-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010110,IND_POWER_15uH_1.83A_0R0844_SHIELDED_DR73,Power Inductor 15µH 1.83A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,15µH,,15µH,±20%,0.0844Ω,1.83A,,2.05A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-150-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010111,IND_POWER_22uH_1.62A_0R107_SHIELDED_DR73,Power Inductor 22µH 1.62A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,22µH,,22µH,±20%,0.107Ω,1.62A,,1.67A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-220-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010112,IND_POWER_33uH_1.31A_0R166_SHIELDED_DR73,Power Inductor 33µH 1.31A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,33µH,,33µH,±20%,0.166Ω,1.31A,,1.35A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-330-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010113,IND_POWER_47uH_1.08A_0R241_SHIELDED_DR73,Power Inductor 47µH 1.08A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,47µH,,47µH,±20%,0.241Ω,1.08A,,1.14A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-470-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010114,IND_POWER_68uH_0.89A_0R358_SHIELDED_DR73,Power Inductor 68µH 0.89A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,68µH,,68µH,±20%,0.358Ω,0.89A,,0.96A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-680-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010115,IND_POWER_82uH_0.86A_0R384_SHIELDED_DR73,Power Inductor 82µH 0.86A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,82µH,,82µH,±20%,0.384Ω,0.86A,,0.89A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-820-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010116,IND_POWER_100uH_0.73A_0R527_SHIELDED_DR73,Power Inductor 100µH 0.73A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,100µH,,100µH,±20%,0.527Ω,0.73A,,0.79A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-101-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010117,IND_POWER_150uH_0.58A_0R851_SHIELDED_DR73,Power Inductor 150µH 0.58A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,150µH,,150µH,±20%,0.851Ω,0.58A,,0.65A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-151-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010118,IND_POWER_220uH_0.52A_1R055_SHIELDED_DR73,Power Inductor 220µH 0.52A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,220µH,,220µH,±20%,1.055Ω,0.52A,,0.53A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-221-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010119,IND_POWER_330uH_0.42A_1R596_SHIELDED_DR73,Power Inductor 330µH 0.42A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,330µH,,330µH,±20%,1.596Ω,0.42A,,0.44A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-331-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010120,IND_POWER_470uH_0.35A_2R367_SHIELDED_DR73,Power Inductor 470µH 0.35A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,470µH,,470µH,±20%,2.367Ω,0.35A,,0.37A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-471-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010121,IND_POWER_680uH_0.29A_3R479_SHIELDED_DR73,Power Inductor 680µH 0.29A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,680µH,,680µH,±20%,3.479Ω,0.29A,,0.31A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-681-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010122,IND_POWER_820uH_0.27A_3R931_SHIELDED_DR73,Power Inductor 820µH 0.27A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,820µH,,820µH,±20%,3.931Ω,0.27A,,0.28A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-821-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010123,IND_POWER_1000uH_0.26A_4R341_SHIELDED_DR73,Power Inductor 1000µH 0.26A Shielded 7.3x7.3mm (Eaton DR73),MyLib_Inductor:L,Inductors,,Power_SMD,1000µH,,1000µH,±20%,4.341Ω,0.26A,,0.25A,,,,,,,Ferrite,Shielded,,DR73,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR73,7.3x7.3x3.8mm,7.3mm,7.3mm,3.8mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR73-102-R,DR73,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010201,IND_POWER_0.33uH_6.26A_0R0074_SHIELDED_DR74,Power Inductor 0.33µH 6.26A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,0.33µH,,0.33µH,±20%,0.0074Ω,6.26A,,18.4A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-R33-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010202,IND_POWER_1.0uH_5.39A_0R0099_SHIELDED_DR74,Power Inductor 1.0µH 5.39A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,1.0µH,,1.0µH,±20%,0.0099Ω,5.39A,,10.2A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-1R0-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010203,IND_POWER_1.5uH_4.94A_0R0118_SHIELDED_DR74,Power Inductor 1.5µH 4.94A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,1.5µH,,1.5µH,±20%,0.0118Ω,4.94A,,8.35A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-1R5-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010204,IND_POWER_2.2uH_4.76A_0R0126_SHIELDED_DR74,Power Inductor 2.2µH 4.76A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,2.2µH,,2.2µH,±20%,0.0126Ω,4.76A,,7.06A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-2R2-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010205,IND_POWER_3.3uH_3.94A_0R0183_SHIELDED_DR74,Power Inductor 3.3µH 3.94A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,3.3µH,,3.3µH,±20%,0.0183Ω,3.94A,,5.40A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-3R3-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010206,IND_POWER_4.7uH_3.34A_0R0254_SHIELDED_DR74,Power Inductor 4.7µH 3.34A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,4.7µH,,4.7µH,±20%,0.0254Ω,3.34A,,4.37A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-4R7-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010207,IND_POWER_6.8uH_2.60A_0R0418_SHIELDED_DR74,Power Inductor 6.8µH 2.60A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,6.8µH,,6.8µH,±20%,0.0418Ω,2.60A,,3.67A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-6R8-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010208,IND_POWER_8.2uH_2.53A_0R0441_SHIELDED_DR74,Power Inductor 8.2µH 2.53A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,8.2µH,,8.2µH,±20%,0.0441Ω,2.53A,,3.40A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-8R2-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010209,IND_POWER_10uH_2.41A_0R0489_SHIELDED_DR74,Power Inductor 10µH 2.41A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,10µH,,10µH,±20%,0.0489Ω,2.41A,,3.17A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-100-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010210,IND_POWER_15uH_2.11A_0R0637_SHIELDED_DR74,Power Inductor 15µH 2.11A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,15µH,,15µH,±20%,0.0637Ω,2.11A,,2.48A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-150-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010211,IND_POWER_22uH_1.75A_0R0925_SHIELDED_DR74,Power Inductor 22µH 1.75A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,22µH,,22µH,±20%,0.0925Ω,1.75A,,2.13A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-220-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010212,IND_POWER_33uH_1.41A_0R143_SHIELDED_DR74,Power Inductor 33µH 1.41A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,33µH,,33µH,±20%,0.143Ω,1.41A,,1.73A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-330-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
