KeyId,MyPN,Name,Description,Symbol,Category,Subcategory,Family,Value,Value2,Inductance,Tolerance,DC_Resistance,Rated_Current,Rated_Voltage,Saturation_Current,Self_Resonant_Frequency,Quality_Factor_Q,Lead_Spacing,Core_Shape,Test_Frequency,Type,Core_Material,Shielding,Winding_Type,Package,Footprint,Footprint_Filter,Dimensions,Length,Width,Height,Weight,Termination,Terminal_Type,Mount,Min_Temp,Max_Temp,Operating_Temp,Temp_Rise,Reflow_Profile,MSL_Rating,Application,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Tape_Width,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Exclude_from_BOM,Exclude_from_Board
,EL-IND-010213,IND_POWER_47uH_1.15A_0R216_SHIELDED_DR74,Power Inductor 47µH 1.15A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,47µH,,47µH,±20%,0.216Ω,1.15A,,1.41A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-470-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010214,IND_POWER_68uH_1.03A_0R265_SHIELDED_DR74,Power Inductor 68µH 1.03A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,68µH,,68µH,±20%,0.265Ω,1.03A,,1.19A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-680-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010215,IND_POWER_82uH_0.91A_0R345_SHIELDED_DR74,Power Inductor 82µH 0.91A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,82µH,,82µH,±20%,0.345Ω,0.91A,,1.11A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-820-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010216,IND_POWER_100uH_0.86A_0R383_SHIELDED_DR74,Power Inductor 100µH 0.86A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,100µH,,100µH,±20%,0.383Ω,0.86A,,0.99A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-101-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010217,IND_POWER_150uH_0.69A_0R591_SHIELDED_DR74,Power Inductor 150µH 0.69A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,150µH,,150µH,±20%,0.591Ω,0.69A,,0.81A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-151-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010218,IND_POWER_220uH_0.56A_0R907_SHIELDED_DR74,Power Inductor 220µH 0.56A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,220µH,,220µH,±20%,0.907Ω,0.56A,,0.66A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-221-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010219,IND_POWER_330uH_0.45A_1R41_SHIELDED_DR74,Power Inductor 330µH 0.45A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,330µH,,330µH,±20%,1.41Ω,0.45A,,0.54A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-331-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010220,IND_POWER_470uH_0.40A_1R74_SHIELDED_DR74,Power Inductor 470µH 0.40A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,470µH,,470µH,±20%,1.74Ω,0.40A,,0.46A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-471-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010221,IND_POWER_680uH_0.33A_2R58_SHIELDED_DR74,Power Inductor 680µH 0.33A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,680µH,,680µH,±20%,2.58Ω,0.33A,,0.38A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-681-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010222,IND_POWER_820uH_0.31A_2R93_SHIELDED_DR74,Power Inductor 820µH 0.31A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,820µH,,820µH,±20%,2.93Ω,0.31A,,0.35A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-821-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010223,IND_POWER_1000uH_0.27A_3R89_SHIELDED_DR74,Power Inductor 1000µH 0.27A Shielded 7.3x7.3mm (Eaton DR74),MyLib_Inductor:L,Inductors,,Power_SMD,1000µH,,1000µH,±20%,3.89Ω,0.27A,,0.31A,,,,,,,Ferrite,Shielded,,DR74,MyLib_Inductor_SMD:L_7.3x7.3_H4.5,DR74,7.3x7.3x4.1mm,7.3mm,7.3mm,4.1mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR74-102-R,DR74,,,,,,,,,,,,,,,piece,13,8mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010401,IND_POWER_0.47uH_17.6A_0R0018_SHIELDED_DR125,Power Inductor 0.47µH 17.6A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,0.47µH,,0.47µH,±20%,0.0018Ω,17.6A,,33.0A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-R47-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010402,IND_POWER_1.0uH_15.0A_0R0024_SHIELDED_DR125,Power Inductor 1.0µH 15.0A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,1.0µH,,1.0µH,±20%,0.0024Ω,15.0A,,23.6A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-1R0-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010403,IND_POWER_1.5uH_13.8A_0R0029_SHIELDED_DR125,Power Inductor 1.5µH 13.8A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,1.5µH,,1.5µH,±20%,0.0029Ω,13.8A,,18.3A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-1R5-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010404,IND_POWER_2.2uH_10.9A_0R0045_SHIELDED_DR125,Power Inductor 2.2µH 10.9A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,2.2µH,,2.2µH,±20%,0.0045Ω,10.9A,,15.0A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-2R2-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010405,IND_POWER_3.3uH_9.26A_0R0063_SHIELDED_DR125,Power Inductor 3.3µH 9.26A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,3.3µH,,3.3µH,±20%,0.0063Ω,9.26A,,12.7A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-3R3-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010406,IND_POWER_4.7uH_7.18A_0R0105_SHIELDED_DR125,Power Inductor 4.7µH 7.18A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,4.7µH,,4.7µH,±20%,0.0105Ω,7.18A,,9.71A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-4R7-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010407,IND_POWER_6.8uH_6.64A_0R0123_SHIELDED_DR125,Power Inductor 6.8µH 6.64A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,6.8µH,,6.8µH,±20%,0.0123Ω,6.64A,,8.68A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-6R8-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010408,IND_POWER_8.2uH_5.54A_0R0176_SHIELDED_DR125,Power Inductor 8.2µH 5.54A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,8.2µH,,8.2µH,±20%,0.0176Ω,5.54A,,7.86A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-8R2-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010409,IND_POWER_10uH_5.35A_0R0189_SHIELDED_DR125,Power Inductor 10µH 5.35A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,10µH,,10µH,±20%,0.0189Ω,5.35A,,7.17A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-100-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010410,IND_POWER_15uH_4.27A_0R0298_SHIELDED_DR125,Power Inductor 15µH 4.27A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,15µH,,15µH,±20%,0.0298Ω,4.27A,,5.69A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-150-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010411,IND_POWER_18uH_3.81A_0R0377_SHIELDED_DR125,Power Inductor 18µH 3.81A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,18µH,,18µH,±20%,0.0377Ω,3.81A,,5.32A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-180-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010412,IND_POWER_22uH_3.70A_0R0396_SHIELDED_DR125,Power Inductor 22µH 3.70A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,22µH,,22µH,±20%,0.0396Ω,3.70A,,4.71A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-220-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010413,IND_POWER_33uH_3.28A_0R0505_SHIELDED_DR125,Power Inductor 33µH 3.28A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,33µH,,33µH,±20%,0.0505Ω,3.28A,,3.84A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-330-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010414,IND_POWER_47uH_2.71A_0R0740_SHIELDED_DR125,Power Inductor 47µH 2.71A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,47µH,,47µH,±20%,0.0740Ω,2.71A,,3.24A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-470-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010415,IND_POWER_56uH_2.31A_0R102_SHIELDED_DR125,Power Inductor 56µH 2.31A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,56µH,,56µH,±20%,0.102Ω,2.31A,,3.00A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-560-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010416,IND_POWER_68uH_2.22A_0R101_SHIELDED_DR125,Power Inductor 68µH 2.22A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,68µH,,68µH,±20%,0.101Ω,2.22A,,2.70A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-680-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010417,IND_POWER_82uH_2.05A_0R128_SHIELDED_DR125,Power Inductor 82µH 2.05A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,82µH,,82µH,±20%,0.128Ω,2.05A,,2.39A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-820-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010418,IND_POWER_100uH_1.78A_0R170_SHIELDED_DR125,Power Inductor 100µH 1.78A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,100µH,,100µH,±20%,0.170Ω,1.78A,,2.20A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-101-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010419,IND_POWER_150uH_1.48A_0R248_SHIELDED_DR125,Power Inductor 150µH 1.48A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,150µH,,150µH,±20%,0.248Ω,1.48A,,1.81A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-151-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010420,IND_POWER_220uH_1.19A_0R384_SHIELDED_DR125,Power Inductor 220µH 1.19A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,220µH,,220µH,±20%,0.384Ω,1.19A,,1.51A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-221-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010421,IND_POWER_330uH_1.06A_0R482_SHIELDED_DR125,Power Inductor 330µH 1.06A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,330µH,,330µH,±20%,0.482Ω,1.06A,,1.22A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-331-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010422,IND_POWER_470uH_0.87A_0R718_SHIELDED_DR125,Power Inductor 470µH 0.87A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,470µH,,470µH,±20%,0.718Ω,0.87A,,1.02A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-471-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010423,IND_POWER_680uH_0.70A_1R101_SHIELDED_DR125,Power Inductor 680µH 0.70A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,680µH,,680µH,±20%,1.101Ω,0.70A,,0.85A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-681-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010424,IND_POWER_820uH_0.60A_1R491_SHIELDED_DR125,Power Inductor 820µH 0.60A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,820µH,,820µH,±20%,1.491Ω,0.60A,,0.77A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-821-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
,EL-IND-010425,IND_POWER_1000uH_0.57A_1R691_SHIELDED_DR125,Power Inductor 1000µH 0.57A Shielded 12.5x12.5mm (Eaton DR125),MyLib_Inductor:L,Inductors,,Power_SMD,1000µH,,1000µH,±20%,1.691Ω,0.57A,,0.70A,,,,,,,Ferrite,Shielded,,DR125,MyLib_Inductor_SMD:L_12x12mm_H8mm,DR125,12.5x12.5x5.0mm,12.5mm,12.5mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,,,1,,,Eaton,DR125-102-R,DR125,,,,,,,,,,,,,,,piece,13,12mm,,USD,,,,1,,,,2026-02-01 03:42:10,,,0,0
