KeyId,MyPN,Name,Description,Symbol,Category,Subcategory,Family,Value,Value2,Inductance,Tolerance,DC_Resistance,Rated_Current,Rated_Voltage,Saturation_Current,Self_Resonant_Frequency,Quality_Factor_Q,Lead_Spacing,Core_Shape,Test_Frequency,Type,Core_Material,Shielding,Winding_Type,Package,Footprint,Footprint_Filter,Dimensions,Length,Width,Height,Weight,Termination,Terminal_Type,Mount,Min_Temp,Max_Temp,Operating_Temp,Temp_Rise,Reflow_Profile,MSL_Rating,Application,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Tape_Width,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Exclude_from_BOM,Exclude_from_Board
,EL-IND-041105,IND_CMCHOKE_35mH_4A_0R080_380V_THT,Common Mode Choke 35mH 4A 380VAC THT (Pulse),MyLib_Inductor:L,Inductors,,Common_Mode,35mH,,35mH,±20%,0.080Ω,4A,380VAC,,,,10.0mm,,,,Ferrite,Shielded,,PH9455,,,21.0x19.0x16.0mm,21.0mm,19.0mm,16.0mm,,Through-Hole,,THT,,,-40°C to +125°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Pulse Electronics,PH9455x356NL,PH9455,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,High_Current,THT,Power",,2026-02-01 04:07:52,,,0,0
,EL-IND-041106,IND_CMCHOKE_4.5mH_12A_0R0085_380V_THT,Common Mode Choke 4.5mH 12A 380VAC THT (Pulse),MyLib_Inductor:L,Inductors,,Common_Mode,4.5mH,,4.5mH,±20%,0.0085Ω,12A,380VAC,,,,10.0mm,,,,Ferrite,Shielded,,PH9455,,,21.0x19.0x16.0mm,21.0mm,19.0mm,16.0mm,,Through-Hole,,THT,,,-40°C to +125°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Pulse Electronics,PH9455x405NL,PH9455,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,High_Current,THT,Power",,2026-02-01 04:07:52,,,0,0
,EL-IND-041107,IND_CMCHOKE_6.5mH_9A_0R014_380V_THT,Common Mode Choke 6.5mH 9A 380VAC THT (Pulse),MyLib_Inductor:L,Inductors,,Common_Mode,6.5mH,,6.5mH,±20%,0.014Ω,9A,380VAC,,,,10.0mm,,,,Ferrite,Shielded,,PH9455,,,21.0x19.0x16.0mm,21.0mm,19.0mm,16.0mm,,Through-Hole,,THT,,,-40°C to +125°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Pulse Electronics,PH9455x705NL,PH9455,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,High_Current,THT,Power",,2026-02-01 04:07:52,,,0,0
,EL-IND-041108,IND_CMCHOKE_82mH_3A_0R150_380V_THT,Common Mode Choke 82mH 3A 380VAC THT (Pulse),MyLib_Inductor:L,Inductors,,Common_Mode,82mH,,82mH,±20%,0.150Ω,3A,380VAC,,,,10.0mm,,,,Ferrite,Shielded,,PH9455,,,21.0x19.0x16.0mm,21.0mm,19.0mm,16.0mm,,Through-Hole,,THT,,,-40°C to +125°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Pulse Electronics,PH9455x826NL,PH9455,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,High_Current,THT,Power",,2026-02-01 04:07:52,,,0,0
,EL-IND-041201,IND_CMCHOKE_12mH_0.3A_11R_300V_THT,Common Mode Choke 12mH 300mA 300VAC THT (Schaffner),MyLib_Inductor:L,Inductors,,Common_Mode,12mH,,12mH,±20%,11Ω,0.3A,300VAC,,,,7.5mm,,,,Ferrite,Shielded,,RN102,,,18.0x14.0x13.0mm,18.0mm,14.0mm,13.0mm,,Through-Hole,,THT,,,-40°C to +85°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Schaffner,RN102-0.3-02-12M,RN102,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,THT,Power_Filter",,2026-02-01 04:07:52,,,0,0
,EL-IND-041202,IND_CMCHOKE_22mH_0.3A_13R_300V_THT,Common Mode Choke 22mH 300mA 300VAC THT (Schaffner),MyLib_Inductor:L,Inductors,,Common_Mode,22mH,,22mH,±20%,13Ω,0.3A,300VAC,,,,7.5mm,,,,Ferrite,Shielded,,RN102,,,18.0x14.0x13.0mm,18.0mm,14.0mm,13.0mm,,Through-Hole,,THT,,,-40°C to +85°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Schaffner,RN102-0.3-02-22M,RN102,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,THT,Power_Filter",,2026-02-01 04:07:52,,,0,0
,EL-IND-041203,IND_CMCHOKE_4.4mH_0.6A_0R380_300V_THT,Common Mode Choke 4.4mH 600mA 300VAC THT (Schaffner),MyLib_Inductor:L,Inductors,,Common_Mode,4.4mH,,4.4mH,±20%,0.380Ω,0.6A,300VAC,,,,7.5mm,,,,Ferrite,Shielded,,RN102,,,18.0x14.0x13.0mm,18.0mm,14.0mm,13.0mm,,Through-Hole,,THT,,,-40°C to +85°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Schaffner,RN102-0.6-02-4M4,RN102,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,THT,Power_Filter",,2026-02-01 04:07:52,,,0,0
,EL-IND-041204,IND_CMCHOKE_3mH_1A_0R210_300V_THT,Common Mode Choke 3mH 1A 300VAC THT (Schaffner),MyLib_Inductor:L,Inductors,,Common_Mode,3mH,,3mH,±20%,0.210Ω,1A,300VAC,,,,7.5mm,,,,Ferrite,Shielded,,RN102,,,18.0x14.0x13.0mm,18.0mm,14.0mm,13.0mm,,Through-Hole,,THT,,,-40°C to +85°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Schaffner,RN102-1-02-3MO,RN102,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,THT,Power_Filter",,2026-02-01 04:07:52,,,0,0
,EL-IND-041205,IND_CMCHOKE_1.6mH_1.5A_0R094_300V_THT,Common Mode Choke 1.6mH 1.5A 300VAC THT (Schaffner),MyLib_Inductor:L,Inductors,,Common_Mode,1.6mH,,1.6mH,±20%,0.094Ω,1.5A,300VAC,,,,7.5mm,,,,Ferrite,Shielded,,RN102,,,18.0x14.0x13.0mm,18.0mm,14.0mm,13.0mm,,Through-Hole,,THT,,,-40°C to +85°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Schaffner,RN102-1.5-02-1M6,RN102,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,THT,Power_Filter",,2026-02-01 04:07:52,,,0,0
,EL-IND-041206,IND_CMCHOKE_1.1mH_2A_0R070_300V_THT,Common Mode Choke 1.1mH 2A 300VAC THT (Schaffner),MyLib_Inductor:L,Inductors,,Common_Mode,1.1mH,,1.1mH,±20%,0.070Ω,2A,300VAC,,,,7.5mm,,,,Ferrite,Shielded,,RN102,MyLib_Inductor_SMD:L_1206,L_1206*,18.0x14.0x13.0mm,18.0mm,14.0mm,13.0mm,,Through-Hole,,THT,,,-40°C to +85°C,,,,"Power Line Filtering, EMI Suppression",,1,,,Schaffner,RN102-2-02-1M1,RN102,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,"Common_Mode,THT,Power_Filter",,2026-02-01 04:07:52,,,0,0
,EL-IND-010701,IND_POWER_1uH_5.5A_0R015_SHIELDED_PG0075,Power Inductor 1µH 5.5A Shielded 7.5x7.5mm (Pulse PG),MyLib_Inductor:L,Inductors,,Power_SMD,1µH,,1µH,±20%,0.015Ω,5.5A,,7.0A,,,,,,,Ferrite,Shielded,,PG0075,MyLib_Inductor_SMD:L_7.3x7.3_H3.5,7.5x7.5,7.5x7.5x4.5mm,7.5mm,7.5mm,4.5mm,,,,SMD,,,-40°C to +125°C,,,,DC-DC Converters,,1,,,Pulse Electronics,PG0075NL,PG,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010702,IND_POWER_2.2uH_4.0A_0R028_SHIELDED_PG0075,Power Inductor 2.2µH 4.0A Shielded 7.5x7.5mm (Pulse PG),MyLib_Inductor:L,Inductors,,Power_SMD,2.2µH,,2.2µH,±20%,0.028Ω,4.0A,,5.5A,,,,,,,Ferrite,Shielded,,PG0075,MyLib_Inductor_SMD:L_7.3x7.3_H3.5,7.5x7.5,7.5x7.5x4.5mm,7.5mm,7.5mm,4.5mm,,,,SMD,,,-40°C to +125°C,,,,DC-DC Converters,,1,,,Pulse Electronics,PG0075-222K,PG,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010703,IND_POWER_4.7uH_3.0A_0R055_SHIELDED_PG0075,Power Inductor 4.7µH 3.0A Shielded 7.5x7.5mm (Pulse PG),MyLib_Inductor:L,Inductors,,Power_SMD,4.7µH,,4.7µH,±20%,0.055Ω,3.0A,,4.0A,,,,,,,Ferrite,Shielded,,PG0075,MyLib_Inductor_SMD:L_7.3x7.3_H3.5,7.5x7.5,7.5x7.5x4.5mm,7.5mm,7.5mm,4.5mm,,,,SMD,,,-40°C to +125°C,,,,DC-DC Converters,,1,,,Pulse Electronics,PG0075-472K,PG,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010704,IND_POWER_10uH_2.2A_0R120_SHIELDED_PG0101,Power Inductor 10µH 2.2A Shielded 10x10mm (Pulse PG),MyLib_Inductor:L,Inductors,,Power_SMD,10µH,,10µH,±20%,0.120Ω,2.2A,,3.0A,,,,,,,Ferrite,Shielded,,PG0101,MyLib_Inductor_SMD:L_10.4x10.4_H4.8,10x10,10.0x10.0x5.0mm,10.0mm,10.0mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,DC-DC Converters,,1,,,Pulse Electronics,PG0101-103K,PG,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010705,IND_POWER_22uH_1.5A_0R220_SHIELDED_PG0101,Power Inductor 22µH 1.5A Shielded 10x10mm (Pulse PG),MyLib_Inductor:L,Inductors,,Power_SMD,22µH,,22µH,±20%,0.220Ω,1.5A,,2.0A,,,,,,,Ferrite,Shielded,,PG0101,MyLib_Inductor_SMD:L_10.4x10.4_H4.8,10x10,10.0x10.0x5.0mm,10.0mm,10.0mm,5.0mm,,,,SMD,,,-40°C to +125°C,,,,DC-DC Converters,,1,,,Pulse Electronics,PG0101-223K,PG,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010801,IND_POWER_1uH_8.5A_0R008_SHIELDED_WE-PD,Power Inductor 1µH 8.5A Shielded 7.8x7.8mm (Würth WE-PD),MyLib_Inductor:L,Inductors,,Power_SMD,1µH,,1µH,±20%,0.008Ω,8.5A,,10.0A,,,,,,,Ferrite,Shielded,,WE-PD,MyLib_Inductor_SMD:L_Wuerth_WE-PD-Typ-M-Typ-S,7.8x7.8,7.8x7.8x4.5mm,7.8mm,7.8mm,4.5mm,,,,SMD,,,-40°C to +125°C,,,,High Current DC-DC Converters,,1,,,Würth Elektronik,74437324010,WE-PD,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010802,IND_POWER_2.2uH_6.0A_0R015_SHIELDED_WE-PD,Power Inductor 2.2µH 6.0A Shielded 7.8x7.8mm (Würth WE-PD),MyLib_Inductor:L,Inductors,,Power_SMD,2.2µH,,2.2µH,±20%,0.015Ω,6.0A,,8.0A,,,,,,,Ferrite,Shielded,,WE-PD,MyLib_Inductor_SMD:L_Wuerth_WE-PD-Typ-M-Typ-S,7.8x7.8,7.8x7.8x4.5mm,7.8mm,7.8mm,4.5mm,,,,SMD,,,-40°C to +125°C,,,,High Current DC-DC Converters,,1,,,Würth Elektronik,74437322010,WE-PD,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010803,IND_POWER_4.7uH_4.5A_0R025_SHIELDED_WE-PD,Power Inductor 4.7µH 4.5A Shielded 7.8x7.8mm (Würth WE-PD),MyLib_Inductor:L,Inductors,,Power_SMD,4.7µH,,4.7µH,±20%,0.025Ω,4.5A,,6.5A,,,,,,,Ferrite,Shielded,,WE-PD,MyLib_Inductor_SMD:L_Wuerth_WE-PD-Typ-M-Typ-S,7.8x7.8,7.8x7.8x4.5mm,7.8mm,7.8mm,4.5mm,,,,SMD,,,-40°C to +125°C,,,,High Current DC-DC Converters,,1,,,Würth Elektronik,74437324710,WE-PD,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010804,IND_POWER_10uH_3.2A_0R045_SHIELDED_WE-PD2,Power Inductor 10µH 3.2A Shielded 10x10mm (Würth WE-PD2),MyLib_Inductor:L,Inductors,,Power_SMD,10µH,,10µH,±20%,0.045Ω,3.2A,,4.5A,,,,,,,Ferrite,Shielded,,WE-PD2,MyLib_Inductor_SMD:L_Wuerth_WE-PD2-Typ-MS,10x10,10.0x10.0x5.5mm,10.0mm,10.0mm,5.5mm,,,,SMD,,,-40°C to +125°C,,,,High Current DC-DC Converters,,1,,,Würth Elektronik,7443734100,WE-PD2,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-010805,IND_POWER_22uH_2.2A_0R085_SHIELDED_WE-PD2,Power Inductor 22µH 2.2A Shielded 10x10mm (Würth WE-PD2),MyLib_Inductor:L,Inductors,,Power_SMD,22µH,,22µH,±20%,0.085Ω,2.2A,,3.0A,,,,,,,Ferrite,Shielded,,WE-PD2,MyLib_Inductor_SMD:L_Wuerth_WE-PD2-Typ-MS,10x10,10.0x10.0x5.5mm,10.0mm,10.0mm,5.5mm,,,,SMD,,,-40°C to +125°C,,,,High Current DC-DC Converters,,1,,,Würth Elektronik,7443734220,WE-PD2,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-020101,IND_TOROID_10uH_2.5A_0R035_WE-TOR,Toroidal Inductor 10µH 2.5A THT (Würth WE-TOR),MyLib_Inductor:L,Inductors,,Toroidal,10µH,,10µH,±10%,0.035Ω,2.5A,,3.5A,,,5.0mm,Toroid,,Wire Wound,Ferrite,Unshielded,,WE-TOR,MyLib_Inductor_SMD:L_Wuerth_WE-TOR,THT_Toroid,13.0x13.0x7.5mm,13.0mm,13.0mm,7.5mm,,Tinned Wire,,THT,,,-40°C to +125°C,,,,"Filters, Resonant Circuits",,1,,,Würth Elektronik,74487410,WE-TOR,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-020102,IND_TOROID_22uH_1.8A_0R080_WE-TOR,Toroidal Inductor 22µH 1.8A THT (Würth WE-TOR),MyLib_Inductor:L,Inductors,,Toroidal,22µH,,22µH,±10%,0.080Ω,1.8A,,2.5A,,,5.0mm,Toroid,,Wire Wound,Ferrite,Unshielded,,WE-TOR,MyLib_Inductor_SMD:L_Wuerth_WE-TOR,THT_Toroid,13.0x13.0x7.5mm,13.0mm,13.0mm,7.5mm,,Tinned Wire,,THT,,,-40°C to +125°C,,,,"Filters, Resonant Circuits",,1,,,Würth Elektronik,74487422,WE-TOR,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-020103,IND_TOROID_47uH_1.2A_0R150_WE-TOR,Toroidal Inductor 47µH 1.2A THT (Würth WE-TOR),MyLib_Inductor:L,Inductors,,Toroidal,47µH,,47µH,±10%,0.150Ω,1.2A,,1.8A,,,5.0mm,Toroid,,Wire Wound,Ferrite,Unshielded,,WE-TOR,MyLib_Inductor_SMD:L_Wuerth_WE-TOR,THT_Toroid,13.0x13.0x7.5mm,13.0mm,13.0mm,7.5mm,,Tinned Wire,,THT,,,-40°C to +125°C,,,,"Filters, Resonant Circuits",,1,,,Würth Elektronik,74487447,WE-TOR,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-020104,IND_TOROID_100uH_0.8A_0R300_WE-TOR,Toroidal Inductor 100µH 0.8A THT (Würth WE-TOR),MyLib_Inductor:L,Inductors,,Toroidal,100µH,,100µH,±10%,0.300Ω,0.8A,,1.2A,,,5.0mm,Toroid,,Wire Wound,Ferrite,Unshielded,,WE-TOR,MyLib_Inductor_SMD:L_Wuerth_WE-TOR,THT_Toroid,13.0x13.0x7.5mm,13.0mm,13.0mm,7.5mm,,Tinned Wire,,THT,,,-40°C to +125°C,,,,"Filters, Resonant Circuits",,1,,,Würth Elektronik,744874100,WE-TOR,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-020105,IND_TOROID_220uH_0.5A_0R700_WE-TOR,Toroidal Inductor 220µH 0.5A THT (Würth WE-TOR),MyLib_Inductor:L,Inductors,,Toroidal,220µH,,220µH,±10%,0.700Ω,0.5A,,0.8A,,,5.0mm,Toroid,,Wire Wound,Ferrite,Unshielded,,WE-TOR,MyLib_Inductor_SMD:L_Wuerth_WE-TOR,THT_Toroid,13.0x13.0x7.5mm,13.0mm,13.0mm,7.5mm,,Tinned Wire,,THT,,,-40°C to +125°C,,,,"Filters, Resonant Circuits",,1,,,Würth Elektronik,744874220,WE-TOR,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-030101,IND_RF_1nH_500mA_0R025_Q40_WE-MK,RF Inductor 1nH 500mA 0402 High-Q (Würth WE-MK),MyLib_Inductor:L,Inductors,,RF,1nH,,1nH,±0.3nH,0.025Ω,500mA,,,10GHz,40,,,100MHz,Multilayer,Ceramic,Non-Shielded,,0402,MyLib_Inductor_SMD:L_Wuerth_WE-MK,0402,1.0x0.5x0.5mm,1.0mm,0.5mm,0.5mm,,,,SMD,,,-40°C to +85°C,,,,"RF Circuits, Matching Networks",,1,,,Würth Elektronik,7447711,WE-MK,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-030102,IND_RF_2.2nH_450mA_0R035_Q45_WE-MK,RF Inductor 2.2nH 450mA 0402 High-Q (Würth WE-MK),MyLib_Inductor:L,Inductors,,RF,2.2nH,,2.2nH,±0.3nH,0.035Ω,450mA,,,8GHz,45,,,100MHz,Multilayer,Ceramic,Non-Shielded,,0402,MyLib_Inductor_SMD:L_Wuerth_WE-MK,0402,1.0x0.5x0.5mm,1.0mm,0.5mm,0.5mm,,,,SMD,,,-40°C to +85°C,,,,"RF Circuits, Matching Networks",,1,,,Würth Elektronik,7447712,WE-MK,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-030103,IND_RF_4.7nH_400mA_0R045_Q50_WE-MK,RF Inductor 4.7nH 400mA 0402 High-Q (Würth WE-MK),MyLib_Inductor:L,Inductors,,RF,4.7nH,,4.7nH,±0.3nH,0.045Ω,400mA,,,6GHz,50,,,100MHz,Multilayer,Ceramic,Non-Shielded,,0402,MyLib_Inductor_SMD:L_Wuerth_WE-MK,0402,1.0x0.5x0.5mm,1.0mm,0.5mm,0.5mm,,,,SMD,,,-40°C to +85°C,,,,"RF Circuits, Matching Networks",,1,,,Würth Elektronik,7447714,WE-MK,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-030104,IND_RF_10nH_350mA_0R065_Q55_WE-MK,RF Inductor 10nH 350mA 0402 High-Q (Würth WE-MK),MyLib_Inductor:L,Inductors,,RF,10nH,,10nH,±0.5nH,0.065Ω,350mA,,,4GHz,55,,,100MHz,Multilayer,Ceramic,Non-Shielded,,0402,MyLib_Inductor_SMD:L_Wuerth_WE-MK,0402,1.0x0.5x0.5mm,1.0mm,0.5mm,0.5mm,,,,SMD,,,-40°C to +85°C,,,,"RF Circuits, Matching Networks",,1,,,Würth Elektronik,74477110,WE-MK,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-030105,IND_RF_22nH_300mA_0R095_Q60_WE-MK,RF Inductor 22nH 300mA 0402 High-Q (Würth WE-MK),MyLib_Inductor:L,Inductors,,RF,22nH,,22nH,±0.5nH,0.095Ω,300mA,,,2.5GHz,60,,,100MHz,Multilayer,Ceramic,Non-Shielded,,0402,MyLib_Inductor_SMD:L_Wuerth_WE-MK,0402,1.0x0.5x0.5mm,1.0mm,0.5mm,0.5mm,,,,SMD,,,-40°C to +85°C,,,,"RF Circuits, Matching Networks",,1,,,Würth Elektronik,74477122,WE-MK,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-070101,IND_CHOKE_10mH_0.2A_2R5_FERRITE_PA,Choke 10mH 200mA Ferrite Bobbin (Pulse PA),MyLib_Inductor:L,Inductors,,Choke,10mH,,10mH,±20%,2.5Ω,0.2A,,0.3A,,,5.0mm,Bobbin,,Wire Wound,Ferrite,Unshielded,Single,PA,MyLib_Inductor_SMD:L_1210,THT_Choke,12.0x12.0x10.0mm,12.0mm,12.0mm,10.0mm,,Tinned Wire,,THT,,,-40°C to +85°C,,,,"Switching Power Supplies, Filters",,1,,,Pulse Electronics,PA0370NL,PA,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-070102,IND_CHOKE_1mH_1A_0R3_FERRITE_PA,Choke 1mH 1A Ferrite Bobbin (Pulse PA),MyLib_Inductor:L,Inductors,,Choke,1mH,,1mH,±20%,0.3Ω,1A,,1.5A,,,5.0mm,Bobbin,,Wire Wound,Ferrite,Unshielded,Single,PA,MyLib_Inductor_SMD:L_1206,THT_Choke,12.0x12.0x10.0mm,12.0mm,12.0mm,10.0mm,,Tinned Wire,,THT,,,-40°C to +85°C,,,,"Switching Power Supplies, Filters",,1,,,Pulse Electronics,PA0371NL,PA,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-070103,IND_CHOKE_100uH_2A_0R05_FERRITE_PA,Choke 100µH 2A Ferrite Bobbin (Pulse PA),MyLib_Inductor:L,Inductors,,Choke,100µH,,100µH,±20%,0.05Ω,2A,,3A,,,5.0mm,Bobbin,,Wire Wound,Ferrite,Unshielded,Single,PA,MyLib_Inductor_SMD:L_0805,THT_Choke,12.0x12.0x10.0mm,12.0mm,12.0mm,10.0mm,,Tinned Wire,,THT,,,-40°C to +85°C,,,,"Switching Power Supplies, Filters",,1,,,Pulse Electronics,PA0372NL,PA,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-070104,IND_CHOKE_470uH_1.5A_0R12_FERRITE_PA,Choke 470µH 1.5A Ferrite Bobbin (Pulse PA),MyLib_Inductor:L,Inductors,,Choke,470µH,,470µH,±20%,0.12Ω,1.5A,,2.2A,,,5.0mm,Bobbin,,Wire Wound,Ferrite,Unshielded,Single,PA,MyLib_Inductor_SMD:L_1206,THT_Choke,12.0x12.0x10.0mm,12.0mm,12.0mm,10.0mm,,Tinned Wire,,THT,,,-40°C to +85°C,,,,"Switching Power Supplies, Filters",,1,,,Pulse Electronics,PA0373NL,PA,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
,EL-IND-070105,IND_CHOKE_22uH_3A_0R02_FERRITE_PA,Choke 22µH 3A Ferrite Bobbin (Pulse PA),MyLib_Inductor:L,Inductors,,Choke,22µH,,22µH,±20%,0.02Ω,3A,,4.5A,,,5.0mm,Bobbin,,Wire Wound,Ferrite,Unshielded,Single,PA,MyLib_Inductor_SMD:L_0805,THT_Choke,12.0x12.0x10.0mm,12.0mm,12.0mm,10.0mm,,Tinned Wire,,THT,,,-40°C to +85°C,,,,"Switching Power Supplies, Filters",,1,,,Pulse Electronics,PA0374NL,PA,,,,,,,,,,,,,,,piece,,,,USD,,,,1,,,,2026-02-01 04:23:58,,,0,0
